british,american,irregular_plural,adjective,adverb,conjunction,determiner,discourse_marker,exclamation,interrogative,noun,possessive,preposition,pronoun,title,verb,starters,movers,flyers,animals,body_and_face,clothes,colours,family_and_friends,food_and_drink,health,home,materials,names,numbers,places_and_directions,school,sports_and_leisure,time,toys,transport,weather,work,world_around_us,audioKey,audioValue,cambridgeAudioGB,cambridgeAudioUS,audioSource,isBritishAccent,isAmericanAccent,definitionEn,definitionVi,translationVi,exampleStarters,exampleMovers,exampleFlyers,exampleStartersVi,exampleMoversVi,exampleFlyersVi,ipa,ipaGB,ipaUS,status
flour,flour,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,flour,http://dictionary.cambridge.org/us/media/english/us_pron/f/flo/flour/flour.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukf/ukflo/ukflori016.mp3,https://dictionary.cambridge.org/media/english/us_pron/f/flo/flour/flour.mp3,Cambridge,FALSE,TRUE,A powder made from grains used to make bread and cakes.,Một loại bột làm từ ngũ cốc để làm bánh mì và bánh ngọt.,bột mì,I have flour.,My mum is baking with flour today.,We used flour to bake a big cake for the party yesterday.,Em có bột mì.,Mẹ em đang làm bánh với bột mì hôm nay.,Chúng em đã dùng bột mì để làm một chiếc bánh lớn cho bữa tiệc hôm qua.,,/ˈflaʊ.ər/,/ˈflaʊ.ɚ/,done
fog,fog,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,fog,http://dictionary.cambridge.org/us/media/english/uk_pron/u/ukf/ukfob/ukfob__011.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukf/ukfob/ukfob__011.mp3,https://dictionary.cambridge.org/media/english/us_pron/e/eus/eus75/eus75754.mp3,Cambridge,TRUE,TRUE,"A fog is thick, low cloud that makes it hard to see.",Sương mù là lớp mây dày thấp làm khó nhìn thấy xung quanh.,sương mù,The fog is thick.,The fog covered the street this morning.,"When there is fog, drivers must be very careful on the road.",Sương mù dày đặc.,Sương mù bao phủ con đường sáng nay.,"Khi có sương mù, người lái xe phải rất cẩn thận trên đường.",,/fɒɡ/,/fɑːɡ/,done
foggy,foggy,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,foggy,http://img2.tfd.com/pron/mp3/en/US/st/stdsskdodrs3hr.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukf/ukfob/ukfob__015.mp3,https://dictionary.cambridge.org/media/english/us_pron/e/eus/eus75/eus75755.mp3,The Free Dictionary,FALSE,TRUE,Describing weather when there is a lot of fog in the air.,Miêu tả thời tiết khi có nhiều sương mù trong không khí.,có sương mù,It is foggy today.,The foggy morning made it hard to see.,"When the weather is foggy, drivers must be very careful on the road.",Hôm nay trời có sương mù.,Buổi sáng có sương mù làm khó nhìn.,"Khi thời tiết có sương mù, người lái xe phải rất cẩn thận trên đường.",,/ˈfɒɡ.i/,/ˈfɑː.ɡi/,done
follow,follow,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,follow,http://www.onelook.com/pronounce/macmillan/UK/follow-British-English-pronunciation.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukf/ukfol/ukfolks003.mp3,https://dictionary.cambridge.org/media/english/us_pron/f/fol/follo/follow.mp3,OneLook/Macmillan,TRUE,FALSE,To go or come after someone or something to see where they go.,Đi theo hoặc đến sau ai đó hoặc cái gì để xem họ đi đâu.,theo sau,I follow my dog.,She is following her friend to school.,We followed the map to find the hidden treasure in the park.,Em theo sau con chó của mình.,Cô ấy đang theo bạn đến trường.,Chúng tôi đã theo bản đồ để tìm kho báu ẩn trong công viên.,,/ˈfɒl.əʊ/,/ˈfɑː.loʊ/,done
for (an hour),for (an hour),,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,FALSE,FALSE,"Describing how long something lasts, like one hour or more.","Diễn tả khoảng thời gian, ví dụ như trong một giờ hoặc lâu hơn.",trong (một giờ),I wait for one hour.,She played for an hour after school.,We studied English for an hour before the test started.,Em đợi trong một giờ.,Cô ấy chơi trong một giờ sau giờ học.,Chúng tôi học tiếng Anh trong một giờ trước khi bài kiểm tra bắt đầu.,,/fɔːr/ (an ˈaʊər)/,/fɔːr/ (ən ˈaʊɚ)/,done
forget,forget,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,forget,http://s3.amazonaws.com/audio.vocabulary.com/1.0/us/F/4B4DCA89K57T.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukf/ukfor/ukfores023.mp3,https://dictionary.cambridge.org/media/english/us_pron/e/eus/eus71/eus71877.mp3,Vocabulary.com,FALSE,TRUE,To not remember something you should know or do.,Không nhớ điều gì đó bạn nên biết hoặc làm.,quên,I forget my bag.,She forgot her homework at home yesterday.,"If you forget your keys, you cannot open the door.",Em quên túi của mình.,Cô ấy đã quên bài tập ở nhà hôm qua.,"Nếu bạn quên chìa khóa, bạn không thể mở cửa.",,/fəˈɡet/,/fɚˈɡet/,done
fork,fork,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fork,http://s3.amazonaws.com/audio.vocabulary.com/1.0/us/F/ISCSB6ZWTNOV.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukf/ukfor/ukforgi012.mp3,https://dictionary.cambridge.org/media/english/us_pron/f/for/fork_/fork.mp3,Vocabulary.com,FALSE,TRUE,A fork is a tool with points to eat or pick up food.,Cái nĩa là dụng cụ có các ngạnh để ăn hoặc gắp thức ăn.,cái nĩa,I use a fork.,She is using a fork to eat her salad.,I always use a fork when I eat rice or vegetables at home.,Em dùng cái nĩa.,Cô ấy đang dùng cái nĩa để ăn rau trộn.,Em luôn dùng cái nĩa khi ăn cơm hoặc rau ở nhà.,,/fɔːk/,/fɔːrk/,done
four hundred,four hundred,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,four hundred,http://s3.amazonaws.com/audio.vocabulary.com/1.0/us/F/1UJ8G18SW6PXC.mp3,,,Vocabulary.com,FALSE,TRUE,"A number that is four times one hundred, equal to 400.","Một số bằng bốn lần một trăm, tức là 400.",bốn trăm,I see four hundred stars.,There are four hundred books in the library.,The school has four hundred students this year in total.,Em thấy bốn trăm ngôi sao.,Có bốn trăm quyển sách trong thư viện.,Trường có tổng cộng bốn trăm học sinh trong năm nay.,,/fɔː ˈhʌn.drəd/,/fɔr ˈhʌn.drəd/,done
Frank,Frank,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,frank,http://dictionary.cambridge.org/us/media/english/us_pron/f/fra/frank/frank.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukf/ukfra/ukfragm012.mp3,https://dictionary.cambridge.org/media/english/us_pron/f/fra/frank/frank.mp3,Cambridge,FALSE,TRUE,A boy's name used to call someone.,Tên con trai dùng để gọi một người.,Frank (tên riêng),Frank is my friend.,Frank is playing football now.,Frank went to the park with his friends yesterday.,Frank là bạn của tôi.,Frank đang chơi bóng đá bây giờ.,Frank đã đi công viên với bạn của cậu ấy hôm qua.,,/fræŋk/,/fræŋk/,done
fridge,fridge,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fridge,http://www.oxforddictionaries.com/media/english/uk_pron/f/fri/fridg/fridge__gb_1.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukf/ukfri/ukfrica005.mp3,https://dictionary.cambridge.org/media/english/us_pron/f/fri/fridg/fridge.mp3,Oxford,TRUE,FALSE,A fridge is a machine that keeps food cold and fresh.,Tủ lạnh là máy giữ thức ăn lạnh và tươi ngon.,tủ lạnh,The fridge is cold.,My mum put milk in the fridge yesterday.,"If you keep fruit in the fridge, it stays fresh for many days.",Tủ lạnh thì lạnh.,Mẹ em đã cho sữa vào tủ lạnh hôm qua.,"Nếu bạn để trái cây trong tủ lạnh, nó sẽ tươi lâu nhiều ngày.",,/frɪdʒ/,/frɪdʒ/,done
friendly,friendly,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,friendly,http://img2.tfd.com/pron/mp3/en/UK/st/stdssgd5dtshdoshykgk.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukf/ukfri/ukfrica010.mp3,https://dictionary.cambridge.org/media/english/us_pron/f/fri/frien/friendly.mp3,The Free Dictionary,TRUE,FALSE,Describing someone who is kind and nice to other people.,Miêu tả người tốt bụng và dễ gần với mọi người.,thân thiện,I have a friendly dog.,My friendly teacher helps me with my homework.,She is friendly to everyone at school and always smiles.,Em có một con chó thân thiện.,Thầy cô thân thiện của em giúp em làm bài tập.,Cô ấy thân thiện với mọi người ở trường và luôn mỉm cười.,,/ˈfrɛn.dli/,/ˈfrɛn.dli/,done
frightening,frightening,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,frightening,http://www.oxforddictionaries.com/media/english/uk_pron/f/fri/frigh/frightening__gb_1.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukf/ukfri/ukfrica022.mp3,https://dictionary.cambridge.org/media/english/us_pron/f/fri/frigh/frightening.mp3,Oxford,TRUE,FALSE,Describing something that makes you feel scared or afraid.,Miêu tả điều gì đó làm bạn cảm thấy sợ hoặc lo lắng.,gây sợ,It is frightening.,The loud noise was frightening me.,The frightening story made all the children feel scared at night.,Nó làm tôi sợ.,Tiếng ồn lớn làm tôi sợ.,Câu chuyện đáng sợ làm các bạn nhỏ cảm thấy sợ vào ban đêm.,,/ˈfraɪ.tən.ɪŋ/,/ˈfraɪ.tən.ɪŋ/,done
front,front,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,front,http://s3.amazonaws.com/audio.vocabulary.com/1.0/us/F/181QYQ8UKBHMO.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukf/ukfro/ukfrom_004.mp3,https://dictionary.cambridge.org/media/english/us_pron/f/fro/front/front.mp3,Vocabulary.com,FALSE,TRUE,Describing the part or side that is at the front or forward.,Miêu tả phần hoặc mặt ở phía trước hoặc phía trước mặt.,phía trước,The front door is red.,She is standing at the front of the line.,The teacher asked us to sit in the front row of the classroom.,Cửa phía trước màu đỏ.,Cô ấy đang đứng ở phía trước hàng người.,Cô giáo yêu cầu chúng em ngồi ở hàng ghế phía trước trong lớp học.,,/frʌnt/,/frʌnt/,done
full,full,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,full,http://www.onelook.com/pronounce/macmillan/US/full-American-English-pronunciation.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukf/ukfuc/ukfucke020.mp3,https://dictionary.cambridge.org/media/english/us_pron/f/ful/full_/full.mp3,OneLook/Macmillan,FALSE,TRUE,Describing something that has no empty space inside or is complete.,Miêu tả thứ gì đó không còn chỗ trống bên trong hoặc đã đầy đủ.,đầy,My glass is full.,The box was full of toys yesterday.,The basket is full because I put many apples inside it.,Cốc của tôi đầy.,Hộp đã đầy đồ chơi ngày hôm qua.,Giỏ đầy vì tôi đã cho nhiều táo vào trong đó.,,/fʊl/,/fʊl/,done
fur,fur,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fur,http://www.onelook.com/pronounce/macmillan/US/fur-American-English-pronunciation_21538.mp3,,,OneLook/Macmillan,FALSE,TRUE,A fur is the soft hair that covers the body of some animals.,Lông thú là bộ lông mềm bao phủ cơ thể của một số loài động vật.,lông thú,The cat has soft fur.,The dog was shaking its fur in the rain.,"If an animal has thick fur, it can stay warm in cold weather.",Con mèo có lông thú mềm.,Con chó đã lắc lông thú khi trời mưa.,"Nếu động vật có lông thú dày, nó có thể giữ ấm khi trời lạnh.",,/fɜːr/,/fɜːr/,done
furry,furry,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,furry,http://www.onelook.com/pronounce/macmillan/UK/furry-British-English-pronunciation.mp3,,,OneLook/Macmillan,TRUE,FALSE,Describing an animal or object covered with soft fur or hair.,Miêu tả con vật hoặc đồ vật có lớp lông mềm mại bao phủ.,lông mượt,It is furry.,The furry dog is running in the park.,The furry rabbit hides under the tree when it feels scared.,Nó có lông mượt.,Con chó lông mượt đang chạy trong công viên.,Con thỏ lông mượt trốn dưới gốc cây khi nó cảm thấy sợ.,,/ˈfʌr.i/,/ˈfɜːr.i/,done
future,future,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,future,http://dictionary.cambridge.org/us/media/english/uk_pron/u/ukf/ukfur/ukfurti021.mp3,,,Cambridge,TRUE,TRUE,"A time that comes after now, what will happen later.","Thời gian sẽ đến sau hiện tại, những điều sẽ xảy ra sau này.",tương lai,I think about the future.,She is talking about her future plans.,"In the future, people might live on other planets.",Em nghĩ về tương lai.,Cô ấy đang nói về kế hoạch tương lai của mình.,"Trong tương lai, con người có thể sống trên các hành tinh khác.",,/ˈfjuː.tʃər/,/ˈfjuː.tʃɚ/,done
gate,gate,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,gate,http://static.sfdict.com/staticrep/dictaudio/G00/G0069400.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukf/ukfya/ukfya__029.mp3,https://dictionary.cambridge.org/media/english/us_pron/g/gai/gait_/gait.mp3,SF Dictionary,FALSE,FALSE,A gate is a door in a fence or wall to go in or out.,Cổng là cửa trong hàng rào hoặc tường để đi vào hoặc ra.,cổng,The gate is open.,I opened the gate to let the dog out.,We waited at the gate before we went into the garden.,Cổng đang mở.,Em mở cổng để cho chó ra ngoài.,Chúng tôi đợi ở cổng trước khi vào vườn.,,/ɡeɪt/,/ɡeɪt/,done
geography,geography,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,geography,http://dictionary.cambridge.org/us/media/english/uk_pron/u/ukg/ukgeo/ukgeogr004.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukg/ukgeo/ukgeogr004.mp3,https://dictionary.cambridge.org/media/english/us_pron/g/geo/geogr/geography.mp3,Cambridge,TRUE,TRUE,"A subject about the earth, countries, and places on maps.","Một môn học về trái đất, các nước và địa điểm trên bản đồ.",địa lý,I like geography.,We are learning geography at school today.,Geography helps us understand different countries and their cultures.,Em thích môn địa lý.,Hôm nay chúng em đang học môn địa lý ở trường.,Môn địa lý giúp chúng ta hiểu về các nước và văn hóa của họ.,,/dʒiˈɒɡ.rə.fi/,/dʒiˈɑː.ɡrə.fi/,done
George,George,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,george,http://img2.tfd.com/pron/mp3/en/UK/df/dfdydssjsdd5drh7.mp3,,,The Free Dictionary,TRUE,FALSE,A boy's name used in English-speaking countries.,Tên của một bé trai dùng trong các nước nói tiếng Anh.,George,George is my friend.,George played football with us yesterday.,George has been learning English for two years at school.,George là bạn của tôi.,George đã chơi bóng đá với chúng tôi hôm qua.,George đã học tiếng Anh ở trường được hai năm rồi.,,/ˈdʒɔːdʒ/,/ˈdʒɔːrdʒ/,done
get to,get to,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,get to,http://s3.amazonaws.com/audio.vocabulary.com/1.0/us/G/MYGPG9W17HM3.mp3,,,Vocabulary.com,FALSE,TRUE,To arrive at a place or reach somewhere.,Đến nghĩa là đi tới một nơi nào đó hoặc tới nơi.,đến,I get to school.,I got to the park after lunch.,We will get to the museum by bus tomorrow morning.,Em đến trường.,Em đã đến công viên sau bữa trưa.,Chúng tôi sẽ đến bảo tàng bằng xe buýt vào sáng mai.,,/ɡet tuː/,/ɡet tuː/,done
glass (pane),glass (pane),,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,FALSE,FALSE,"A glass pane is a flat, clear part used in windows or doors.","Tấm kính là phần phẳng, trong suốt dùng ở cửa sổ hoặc cửa ra vào.",tấm kính,The glass is clean.,The glass pane broke when I closed the door.,"If the glass pane is dirty, we clean it with a cloth.",Tấm kính sạch.,Tấm kính bị vỡ khi tôi đóng cửa.,"Nếu tấm kính bẩn, chúng ta lau nó bằng khăn.",,/ˈɡlɑːs/,/ˈɡlæs/,done
glove,glove,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,glove,http://dictionary.cambridge.org/us/media/english/uk_pron/u/ukg/ukglo/ukglori011.mp3,,,Cambridge,TRUE,TRUE,A glove is a piece of clothing for your hand to keep it warm or clean.,Găng tay là đồ mặc cho tay để giữ ấm hoặc sạch sẽ.,găng tay,I have a glove.,She is wearing gloves because it is cold.,I wore my gloves when I helped in the garden yesterday.,Em có một chiếc găng tay.,Cô ấy đang đeo găng tay vì trời lạnh.,Hôm qua em đã đeo găng tay khi giúp việc trong vườn.,,/ɡlʌv/,/ɡlʌv/,done
glue,glue,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,glue,http://s3.amazonaws.com/audio.vocabulary.com/1.0/us/G/1QGCKBHMBB0D8.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukg/ukglo/ukglori017.mp3,https://dictionary.cambridge.org/media/english/us_pron/g/glu/glue_/glue.mp3,Vocabulary.com,FALSE,TRUE,Glue is a sticky substance used to join things together.,Keo dán là chất dính dùng để dán các vật lại với nhau.,keo dán,I use glue.,She is using glue to fix the paper.,I glued the pictures in my book to make a nice collage.,Em dùng keo dán.,Cô ấy đang dùng keo dán để sửa tờ giấy.,Em đã dán các bức tranh vào sách để làm một bức tranh ghép đẹp.,,/ɡluː/,/ɡluː/,done
go away,go away,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,go away,http://img2.tfd.com/pron/mp3/en/US/st/stdyskjhdfs5dsylhn.mp3,,,The Free Dictionary,FALSE,TRUE,To tell someone to leave a place or go somewhere else.,Nói với ai đó rời khỏi nơi này hoặc đi chỗ khác.,đi đi,"Go away, please.",He told the dog to go away because it barked.,"When I am busy, I say 'go away' to have some quiet time.",Làm ơn đi đi.,Anh ấy bảo con chó đi đi vì nó sủa.,"Khi tôi bận, tôi nói 'đi đi' để có chút yên tĩnh.",,/ɡəʊ əˈweɪ/,/ɡoʊ əˈweɪ/,done
go out,go out,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,go out,http://s3.amazonaws.com/audio.vocabulary.com/1.0/us/G/IUBCGLA9EU5Q.mp3,,,Vocabulary.com,FALSE,TRUE,"To leave a place to go somewhere else, often for fun or a walk.",Đi ra khỏi nhà hoặc nơi nào đó để đi chơi hoặc đi dạo.,ra ngoài,I go out to play.,We went out to the park yesterday.,They are going out with their friends after school today.,Em ra ngoài chơi.,Chúng tôi đã ra ngoài công viên hôm qua.,Họ đang ra ngoài với bạn sau giờ học hôm nay.,,/ɡəʊ aʊt/,/ɡoʊ aʊt/,done
gold,gold,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,gold,http://dictionary.cambridge.org/us/media/english/uk_pron/u/ukg/ukgod/ukgodpa017.mp3,,,Cambridge,TRUE,TRUE,"Gold is a shiny, yellow metal used to make jewellery and coins.","Vàng là một kim loại màu vàng sáng, dùng làm đồ trang sức và tiền xu.",vàng,It is a gold ring.,She wore a gold necklace yesterday.,Gold is a valuable metal that people use to make beautiful jewellery.,Nó là một chiếc nhẫn vàng.,Cô ấy đã đeo một chiếc vòng cổ vàng hôm qua.,Vàng là một kim loại quý giá mà người ta dùng để làm đồ trang sức đẹp.,,/ɡəʊld/,/ɡoʊld/,done
